customerID;gender;Country;State;City;ZipCode;LatLong;SeniorCitizen;Partner;Dependents;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;Churn;ChurnReason
8561-NMTBD;Female;United States;California;Lawndale;90260;33.88856, -118.351813;0;Yes;Yes;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);No;
8562-GHPPI;Female;United States;California;San Leandro;94577;37.717196, -122.159338;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);No;
8563-IIOXK;Male;United States;California;Duarte;91010;34.145695, -117.95982;0;Yes;Yes;Yes;No;DSL;Yes;No;No;No;No;No;One year;Yes;Electronic check;Yes;Competitor offered higher download speeds
8563-OYMQY;Male;United States;California;Covina;91722;34.097345, -117.906736;0;No;No;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);No;
8564-LDKFL;Male;United States;California;Big Bar;96010;40.775272, -123.287414;0;Yes;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);No;
8565-CLBZW;Male;United States;California;San Diego;92102;32.716007, -117.117462;0;No;No;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;Yes;Competitor offered higher download speeds
8565-HBFNN;Male;United States;California;Los Altos;94024;37.352911, -122.093002;0;Yes;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;One year;Yes;Credit card (automatic);No;
8565-WUXZU;Male;United States;California;Vina;96092;39.955164, -122.018567;1;Yes;No;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;No;Two year;Yes;Credit card (automatic);No;
8566-YPRGL;Female;United States;California;Long Beach;90806;33.802664, -118.179971;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;No;
8570-KLJYJ;Female;United States;California;Arroyo Grande;93420;35.176236, -120.483243;0;No;No;Yes;Yes;DSL;Yes;No;No;No;No;No;One year;No;Mailed check;No;
8571-ZCMCX;Female;United States;California;Fresno;93706;36.654614, -119.903674;0;Yes;Yes;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);No;
8573-CGOCC;Male;United States;California;Stockton;95215;37.946282, -121.139499;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);No;
8573-JGCZW;Male;United States;California;Idyllwild;92549;33.755039, -116.741796;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);No;
8577-QSOCG;Female;United States;California;Berkeley;94703;37.863843, -122.275684;0;Yes;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;No;
8580-AECUZ;Male;United States;California;Truckee;96161;39.342498, -120.247127;1;No;No;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;Yes;Extra data charges
8580-QVLOC;Female;United States;California;Merced;95348;37.40122, -120.514191;1;Yes;Yes;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);Yes;Competitor made better offer
8582-KRHPJ;Male;United States;California;Moraga;94556;37.827946, -122.107185;0;No;No;No;No phone service;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;No;
8584-KMVXD;Female;United States;California;Calistoga;94515;38.629618, -122.593216;0;No;No;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;No;
8587-XYZSF;Male;United States;California;Bellflower;90706;33.887676, -118.127289;0;No;No;Yes;No;DSL;No;No;No;Yes;No;No;Two year;No;Bank transfer (automatic);No;
8590-OHDIW;Female;United States;California;Garden Grove;92843;33.764018, -117.931507;0;Yes;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;No;
8590-YFFQO;Male;United States;California;Morgan Hill;95037;37.161544, -121.649371;0;Yes;No;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);No;
8591-NXRCV;Female;United States;California;Malibu;90265;34.074572, -118.831181;0;No;No;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);No;
8591-TKMZH;Male;United States;California;Claremont;91711;34.127621, -117.717863;0;Yes;Yes;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Mailed check;No;
8592-PLTMQ;Female;United States;California;Fontana;92335;34.087558, -117.464096;0;No;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;No;
8593-WHYHV;Male;United States;California;Los Angeles;90047;33.958149, -118.308441;0;No;No;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;Yes;Don't know
8595-SIZNC;Female;United States;California;Los Angeles;90026;34.078991, -118.263804;1;Yes;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);No;
8597-CTXVJ;Male;United States;California;Jenner;95450;38.505995, -123.187019;0;No;Yes;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;One year;No;Bank transfer (automatic);No;
8597-CWYHH;Male;United States;California;Torrance;90502;33.833181, -118.292062;0;No;No;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;One year;No;Mailed check;No;
8601-QACRS;Female;United States;California;Apple Valley;92307;34.55082, -117.122396;0;No;No;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;Yes;Service dissatisfaction
8603-IJWDN;Male;United States;California;Pinole;94564;37.996462, -122.293716;0;No;No;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;Yes;Competitor offered higher download speeds
8605-ITULD;Female;United States;California;Crescent Mills;95934;40.080342, -120.957805;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;No;
8606-CIQUL;Male;United States;California;Temecula;92591;33.540604, -117.10909;1;Yes;Yes;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);No;
8606-OEGQZ;Female;United States;California;Escalon;95320;37.818543, -121.006907;0;No;Yes;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);No;
8608-OZTLB;Male;United States;California;Applegate;95703;38.983388, -120.988814;0;Yes;Yes;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;One year;No;Electronic check;No;
8610-WFCJF;Female;United States;California;Palo Alto;94303;37.45809, -122.115398;0;Yes;Yes;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;Yes;Competitor offered higher download speeds
8610-ZIKJJ;Female;United States;California;Tujunga;91042;34.296574, -118.244839;0;Yes;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;No;
8612-GXIDD;Male;United States;California;San Bernardino;92404;34.183286, -117.221722;0;Yes;Yes;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);No;
8614-VGMMV;Female;United States;California;Riverside;92503;33.890046, -117.455583;0;No;No;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;Yes;Competitor offered higher download speeds
8617-ENBDS;Male;United States;California;Helendale;92342;34.757783, -117.33997;0;No;No;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);No;
8619-IJNDK;Female;United States;California;Santa Ana;92703;33.748635, -117.906125;0;Yes;Yes;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);No;
8620-RJPZN;Female;United States;California;Los Altos;94022;37.349546, -122.134356;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;No;
8621-MNIHH;Female;United States;California;Madison;95653;38.674276, -121.961866;1;Yes;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;Yes;Competitor offered higher download speeds
8622-ZLFKO;Female;United States;California;Fresno;93710;36.822715, -119.761826;0;Yes;No;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;No;
8623-TMRBY;Male;United States;California;Chula Vista;91915;32.605012, -116.97595;1;Yes;Yes;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;Yes;Competitor offered more data
8623-ULFNQ;Female;United States;California;Cerritos;90703;33.8681, -118.067402;1;No;No;Yes;Yes;DSL;No;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;No;
8624-GIOUT;Female;United States;California;Seeley;92273;32.790282, -115.689559;0;No;No;Yes;Yes;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);Yes;Don't know
8625-AZYZY;Male;United States;California;Anza;92539;33.527605, -116.666551;0;Yes;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;Yes;Competitor made better offer
8626-PTQGE;Male;United States;California;Escondido;92026;33.21846, -117.116916;0;No;No;No;No phone service;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);No;
8626-XHBIE;Male;United States;California;Riverdale;93656;36.452211, -119.94575;0;No;Yes;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;No;
8627-EHGIP;Male;United States;California;Sacramento;95838;38.646096, -121.442433;0;No;No;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;One year;Yes;Mailed check;Yes;Competitor offered more data
8627-ZYGSZ;Male;United States;California;Compton;90220;33.88151, -118.234451;0;Yes;No;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;One year;Yes;Electronic check;No;
8628-MFKAX;Female;United States;California;San Pablo;94806;37.980269, -122.342635;1;Yes;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);No;
8630-FJLIB;Female;United States;California;San Jose;95130;37.277592, -121.986477;0;No;No;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;No;
8630-QSGXK;Male;United States;California;Pinon Hills;92372;34.459322, -117.629729;0;Yes;No;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);No;
8631-NBHFZ;Male;United States;California;Running Springs;92382;34.186211, -117.07683;1;Yes;Yes;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);Yes;Competitor offered higher download speeds
8631-WUXGY;Female;United States;California;Magalia;95954;39.933852, -121.584371;0;No;Yes;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;No;
8631-XVRZL;Male;United States;California;Kyburz;95720;38.766036, -120.209673;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;No;
8634-CILSZ;Male;United States;California;Jamul;91935;32.695681, -116.798386;0;No;No;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);Yes;Competitor offered higher download speeds
8634-MPHTR;Male;United States;California;Forbestown;95941;39.531028, -121.24807;1;Yes;No;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;Yes;Lack of self-service on Website
8637-XJIVR;Female;United States;California;Marina Del Rey;90292;33.977468, -118.445475;0;No;No;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;Yes;Lack of self-service on Website
8639-NHQEI;Female;United States;California;Seiad Valley;96086;41.924174, -123.260788;0;Yes;Yes;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Two year;Yes;Bank transfer (automatic);No;
8640-SDGKB;Male;United States;California;Los Angeles;90066;34.002028, -118.430656;0;No;No;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;Yes;Attitude of support person
8642-GVWRF;Female;United States;California;Capitola;95010;36.977025, -121.952864;0;Yes;No;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);Yes;Competitor offered more data
8644-XLFBW;Male;United States;California;Lake Elsinore;92532;33.705836, -117.318204;1;No;No;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;Yes;Competitor offered more data
8644-XYTSV;Male;United States;California;Ballico;95303;37.4695, -120.672724;0;Yes;No;No;No phone service;DSL;Yes;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);No;
8645-KOMJQ;Male;United States;California;Orosi;93647;36.600185, -119.175655;0;Yes;Yes;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);No;
8645-KWHJO;Male;United States;California;San Gabriel;91776;34.089927, -118.095645;0;No;No;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;No;
8646-JCOMS;Female;United States;California;Maywood;90270;33.988572, -118.186565;0;Yes;No;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;One year;Yes;Bank transfer (automatic);No;
8647-SDTWQ;Male;United States;California;Hood;95639;38.375325, -121.507935;0;Yes;Yes;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;No;
8648-PFRMP;Female;United States;California;Ferndale;95536;40.4785, -124.301372;1;No;No;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;No;
8650-RHRKE;Male;United States;California;Oakdale;95361;37.785033, -120.776141;0;No;No;No;No phone service;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;Yes;Limited range of services
8651-ENBZX;Female;United States;California;Grizzly Flats;95636;38.636102, -120.522149;1;No;No;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;Yes;Long distance charges
8652-YHIYU;Female;United States;California;San Jose;95125;37.294926, -121.894763;0;No;Yes;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;One year;Yes;Credit card (automatic);No;
8654-DHAOW;Female;United States;California;Burson;95225;38.183918, -120.898817;0;No;No;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;No;Mailed check;No;
8659-HDIYE;Female;United States;California;Los Angeles;90067;34.057496, -118.413959;1;No;No;Yes;Yes;DSL;No;Yes;Yes;Yes;No;Yes;Month-to-month;No;Credit card (automatic);No;
8659-IOOPU;Female;United States;California;Moss Landing;95039;36.863303, -121.781632;0;Yes;Yes;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;No;Yes;Two year;No;Electronic check;No;
8660-BUETV;Female;United States;California;Riverside;92501;33.994676, -117.372498;0;No;No;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;No;
8661-BOYNW;Female;United States;California;Tollhouse;93667;36.993666, -119.348267;0;Yes;No;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);No;
8663-UPDGF;Female;United States;California;Whittier;90605;33.960891, -118.032222;0;No;No;Yes;Yes;DSL;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);No;
8665-UTDHZ;Male;United States;California;Los Angeles;90029;34.089953, -118.294824;0;Yes;Yes;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;Yes;Competitor had better devices
8668-KNZTI;Male;United States;California;Sacramento;95834;38.646209, -121.52446;0;No;No;Yes;No;DSL;Yes;No;Yes;No;No;No;One year;No;Electronic check;No;
8670-ERCJH;Male;United States;California;Portola Valley;94028;37.369709, -122.215844;0;No;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);No;
8670-MEFCP;Female;United States;California;Tranquillity;93668;36.635661, -120.288644;0;Yes;Yes;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);No;
8671-KKKOS;Female;United States;California;Newman;95360;37.343846, -121.039391;0;Yes;No;No;No phone service;DSL;Yes;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;No;
8672-OAUPW;Male;United States;California;Corona;92883;33.762351, -117.488725;0;No;Yes;Yes;No;DSL;No;No;No;Yes;No;No;One year;No;Credit card (automatic);No;
8676-OOQEJ;Male;United States;California;Amboy;92304;34.559882, -115.637164;0;No;No;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;No;Electronic check;No;
8676-TRMJS;Male;United States;California;Torrance;90504;33.867257, -118.330794;0;No;No;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;Yes;Limited range of services
8677-HDZEE;Female;United States;California;Mountain Center;92561;33.638645, -116.55783;0;No;No;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);No;
8679-JOEVF;Female;United States;California;Sacramento;95838;38.646096, -121.442433;1;No;No;Yes;No;DSL;No;No;No;Yes;Yes;No;Month-to-month;No;Electronic check;Yes;Price too high
8679-LZBMD;Male;United States;California;North Fork;93643;37.244307, -119.470256;0;Yes;No;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);No;
8680-CGLTP;Male;United States;California;Nicasio;94946;38.065359, -122.665566;0;No;No;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Electronic check;No;
8681-ICONS;Male;United States;California;Sacramento;95822;38.512569, -121.495184;0;Yes;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;No;
8685-WHQPW;Female;United States;California;San Diego;92110;32.76501, -117.19938;1;No;No;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);Yes;Attitude of service provider
8687-BAFGU;Male;United States;California;Clovis;93612;36.814539, -119.711868;0;No;No;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;No;Electronic check;No;
8690-UPCZI;Male;United States;California;Los Angeles;90004;34.076259, -118.310715;0;Yes;Yes;Yes;Yes;DSL;Yes;No;No;Yes;Yes;No;One year;No;Bank transfer (automatic);No;
8690-ZVLCL;Female;United States;California;Los Angeles;90038;34.088017, -118.327168;0;Yes;Yes;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);No;
8695-ARGXZ;Male;United States;California;Fresno;93722;36.78979, -119.929894;1;Yes;No;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;No;
8695-WDYEA;Male;United States;California;Chico;95928;39.681488, -121.83721;0;No;No;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;No;
8696-JKZNU;Female;United States;California;Anderson;96007;40.448632, -122.306657;1;No;No;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;Yes;Don't know
8699-ASUFO;Male;United States;California;Nuevo;92567;33.82769, -117.102244;1;Yes;No;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;Yes;Attitude of service provider
8701-DGLVH;Male;United States;California;Elk Grove;95624;38.434138, -121.30587;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;No;
8705-DWKTI;Male;United States;California;Gasquet;95543;41.867908, -123.794144;0;No;No;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);No;
8705-WZCYL;Male;United States;California;Encinitas;92024;33.054579, -117.25665;0;No;No;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;No;
8706-HRADD;Male;United States;California;Sunnyvale;94087;37.3511, -122.037311;0;No;No;No;No phone service;DSL;Yes;No;No;Yes;Yes;No;Month-to-month;Yes;Mailed check;No;
8707-HOEDG;Female;United States;California;Palmdale;93552;34.557711, -118.029441;0;Yes;Yes;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;No;
8707-RMEZH;Female;United States;California;Tecate;91980;32.587557, -116.636816;1;Yes;No;Yes;No;Fiber optic;Yes;Yes;No;No;No;Yes;One year;No;Credit card (automatic);No;
8708-XPXHZ;Female;United States;California;Castella;96017;41.121108, -122.336613;0;Yes;Yes;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;Yes;Competitor had better devices
8709-KRDVL;Female;United States;California;Scott Bar;96085;41.737962, -123.07557;0;No;No;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;No;
8710-YGLWG;Male;United States;California;North Hills;91343;34.238802, -118.482296;0;No;No;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;No;
8711-LOBKY;Male;United States;California;Navarro;95463;39.182916, -123.552571;0;Yes;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;No;
8713-IGZSO;Male;United States;California;Salinas;93906;36.722898, -121.633648;0;No;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;No;
8714-CTZJW;Female;United States;California;Pilot Hill;95664;38.803731, -121.043799;0;No;No;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);No;
8714-EUHJO;Female;United States;California;Castella;96017;41.121108, -122.336613;0;Yes;Yes;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;Yes;Poor expertise of online support
8715-KKTFG;Female;United States;California;Roseville;95661;38.736685, -121.251984;0;Yes;No;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);No;
8717-VCTXJ;Male;United States;California;Santa Cruz;95065;37.031404, -121.981865;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;No;
8718-PTMEZ;Female;United States;California;Lake Elsinore;92530;33.655421, -117.391751;0;No;No;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;Yes;Don't know
8720-RQSBJ;Male;United States;California;Armona;93202;36.315979, -119.710852;1;No;No;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;No;
8722-NGNBH;Male;United States;California;Walnut;91789;34.018354, -117.85492;0;No;No;No;No phone service;DSL;Yes;No;Yes;Yes;No;No;Month-to-month;No;Mailed check;Yes;Competitor had better devices
8722-PRFDV;Female;United States;California;Los Angeles;90042;34.11572, -118.192754;0;Yes;Yes;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);No;
8725-JEDFD;Male;United States;California;Calabasas;91302;34.130861, -118.68346;0;No;No;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;No;
8727-JQFHV;Male;United States;California;Dunsmuir;96025;41.212695, -122.392067;0;Yes;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;No;
8727-XDPUD;Male;United States;California;Sacramento;95829;38.486502, -121.334051;0;No;No;No;No phone service;DSL;No;No;No;No;Yes;No;Two year;No;Credit card (automatic);No;
8728-SKJLR;Male;United States;California;Olancha;93549;36.296851, -117.865469;0;No;No;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;No;
8731-WBBMB;Female;United States;California;San Diego;92117;32.825086, -117.199424;0;Yes;No;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);No;
8734-DKSTZ;Female;United States;California;Winterhaven;92283;32.852947, -114.850784;0;Yes;Yes;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;No;
8734-FNWVH;Male;United States;California;West Covina;91792;34.024405, -117.898722;0;Yes;Yes;Yes;Yes;DSL;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);No;
8735-DCXNF;Male;United States;California;Pilot Hill;95664;38.803731, -121.043799;0;Yes;No;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);No;
8735-IJJEG;Male;United States;California;Guatay;91931;32.857946, -116.561917;0;Yes;No;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;No;Credit card (automatic);No;
8735-NBLWT;Male;United States;California;Foresthill;95631;39.031876, -120.811141;0;No;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;No;
8735-SDUFN;Female;United States;California;Salinas;93908;36.624338, -121.615669;1;Yes;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);No;
8738-JOKAR;Female;United States;California;Covina;91722;34.097345, -117.906736;0;No;No;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;One year;Yes;Mailed check;No;
8739-QOTTN;Female;United States;California;Avalon;90704;33.391181, -118.421305;0;Yes;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;No;
8739-WWKDU;Male;United States;California;San Diego;92109;32.787836, -117.232376;1;No;No;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;Yes;Attitude of service provider
8739-XNIKG;Female;United States;California;Bakersfield;93301;35.383937, -119.020428;0;No;No;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;No;
8740-CRYFY;Male;United States;California;Sacramento;95823;38.475465, -121.443625;0;No;No;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;Yes;Competitor offered higher download speeds
8740-XLHDR;Male;United States;California;Greenwood;95635;38.921333, -120.897718;0;No;No;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;Yes;Network reliability
8741-LQOBK;Female;United States;California;Elmira;95625;38.349195, -121.902943;0;Yes;Yes;No;No phone service;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);No;
8745-PVESG;Female;United States;California;Rancho Santa Fe;92067;33.012751, -117.200617;0;No;No;No;No phone service;DSL;Yes;No;Yes;Yes;No;No;One year;Yes;Credit card (automatic);No;
8746-BFOAJ;Male;United States;California;Garden Grove;92845;33.782955, -118.026456;1;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);No;
8746-OQQRW;Male;United States;California;Hopland;95449;38.93706, -123.118111;0;No;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;No;
8747-UDCOI;Female;United States;California;Sun City;92587;33.69887, -117.25071;0;Yes;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);No;
